Locus_name,Genes
13q14.2_CNAdel,10161 5925 1102
3p25.1_CNAamp,2199 7476 285375
19q12_CNAamp,9745 148145 100873713 7386 106481016 342865 10775 79156 83636 898 8725 57616 100507527 100873714
8p21.3_CNAdel,79873 51201 157697 2053 2055 9 10 54793 9228 85002 526 389643 2039 653333 55326 644128 503841 5157 252969 9258 157739 100132396 91694 23087 8756 100132923 55872 2626 9796 157773 55893 55894 2137 8793 8794 8795 8797 80005 55909 1135 51312 10863 653423 2675 414325 8822 106480760 10361 100128890 6781 157310 640 106481793 64641 1667 1668 1669 1670 1671 1672 649 1673 4747 83595 100131980 2185 81551 137868 245908 148 661 26260 245909 665 26778 10395 100616348 26781 245910 100616350 27299 57509 1191 10407 26281 106481835 100422828 2222 245940 23221 106479286 29883 9920 83648 100422850 83650 83655 54984 2267 51435 2796 64236 100422903 5368 64760 494332 79618 57604 100132103 1808 137492 100313884 285 377630 79648 100873507 100873508 100873509 100873510 728358 100873512 100873513 100873514 6440 7976 79660 4741 157489 100133172 140596 169270 7991 157695 203069 503614 23362 203074 203076 503618 100422982 106480468 55124 9046 606553 286042 613211 90459 613209 286046 613210 55140 100302186 106481005 9583 106481009 137075 504180 406907 541565 728957 4481 4482 157570 55174 157574 100500871 6542 5520 286097 105379219 9108 63898 106481052 6044 5533 9639 1960 6570 427 11178 4017 286133 203190 4023 100289462 94137 157313 693181 693182 693183 106479038 10174 10687 100847038 55756 57805 55246 8658 91782 9172 80346 441308 23516 64478 1508 101409254 389610 55790 441332 5108 66036 692215 407037 55806 23039
