Locus_name,Genes
18q21.2_CNAdel,55520 4089
9p13.3_CNAamp,768 7169 10497 730112 6023 4882 100616214 106480928 84904 158381 7094 971 26206 9827 7016 27240 57704 10488 203260 9853 692094
9p21.3_CNAdel,51198 4507 1029 1030 63951
