Locus_name,Genes
3q26.2_CNAamp,6498 80012 57709 5584 5010 26996
7q21.2_CNAamp,54467 5189 57798 257415 401387 6033 889 1595 84060 1021
16p13.3_CNAdel,54715 677822
7q22.1_CNAamp,7586 7589 646282 563 677822 7551
9p21.3_CNAdel,1029 51198
2q32.1_CNAdel,3685
18q21.2_CNAdel,55520 4089
5p13.1_CNAamp,100129792 2690 102467077 3977 7690 6414 375444 6167 5019 6043 56477 26272 64417 389289 619564 133558 5562 692158 167359 1601 84674 285636 253260 2255 133584 3157 345557 100500824 729 730 9180 735 2533 5734 23530 10605 23548
