Locus_name,Genes
2q23.1_CNAdel,8708 26122 10254 130574 130576 90134 2071 130074 2591 106479136 55843 106479140 92196 4648 55339 106479157 56886 106479163 112714 1615 4175 2641 7247 344148 90 106481756 92 4703 29798 3176 53353 114793 3694 9839 26225 27249 84083 84084 114805 401014 100169850 57471 64135 445582 2191 106481810 116372 129684 23190 26775 83607 4249 151188 56475 100873373 106481822 100873375 100873376 100873377 100873374 100873379 100873380 100873381 652965 80034 26793 100616364 7852 3760 9394 6323 6326 6328 92856 100616378 6332 55997 6335 25801 81615 9936 3800 151258 106479325 100313824 80097 79595 8942 106480369 106480881 554226 80122 55041 2820 1803 785 106479378 274 91409 2840 10010 106479389 339745 29994 2863 5937 113457 339761 22837 8502 5433 728378 106480955 107403068 4929 2888 55627 64844 84826 80731 205147 84317 130399 79712 55137 3938 100132708 26469 55660 9595 130940 55677 55679 390 5000 905 677771 22925 100500878 55183 106478994 22930 9111 129446 2995 100337591 90557 677822 79809 57282 653269 85461 653781 653784 50649 7130 11227 10716 100847069 23518 130013 408029 4065 55777 653275 10213 151525 151531 11249 344561 375287 5624 10746 100616187
17q24.1_CNAdel,10672 8787
6q14.1_CNAdel,246269 2569 2570 8724 85015 100996634 8732 3617 4646 387111 23595 134701 51250 60468 1081 23097 8763 84539 285753 285755 106479168 134728 84553 100130890 206412 221262 221264 594 81491 106479188 106479189 51805 4199 7272 84071 114792 9324 27244 9841 5238 26235 106479229 135293 639 135295 6785 106479242 26778 23195 100616347 58528 51362 9892 9896 57531 106481852 154313 202 10957 57038 64208 84694 10973 375519 106480867 6885 8936 55023 9457 106479346 83699 1268 10492 100873469 100873470 100873471 100873472 167681 9474 2309 51465 9994 167691 64780 2830 106479375 253714 57107 3351 3354 387066 28962 4907 55084 389421 22832 106479409 55603 57150 10559 57673 106480971 5454 79694 84816 8528 2898 23376 55122 100302164 6492 22881 25957 892 256380 442240 9096 57226 11149 25998 57231 728464 29078 594839 85413 81833 63914 90025 677805 5550 100616109 693172 7101 10690 26054 59336 106481098 6610 51167 11231 112609 112611 55278 100616174 106481138 692215 23033 7162 23036 2045
6p21.32_CNAdel,692233 23564 534 100616218 100616230 414764 1589 1590 5696 5698 10866 629 259197 58496 55937 259215 4758 8859 9374 58530 50854 10919 1192 26797 26801 177 4277 4795 199 717 720 721 3303 3304 3305 6890 6891 7916 7917 7918 7407 7919 7920 4855 7936 7940 1797 79136 100507436 100507444 10554 4439 221527 80736 80737 401250 6499 80740 80741 80739 401251 1388 106478999 6046 6048 100302242 10665 1460 56244 677820 63940 63943 4049 4050 7124 57819 80863 80864 5089 57827 692199 7148
