Locus_name,Genes
9p21.3_CNAdel,407035 1029 1030 338376 63951 3439 3440 3442 3443 3445 55958 3447 3448 554202 4507 51198 3467 3452 3441 3446 3449 3444 3451
7p11.2_CNAamp,222008 23480 1956 55915 81552
10q23.31_CNAdel,5728 619498 100144748
