Locus_name,Genes
12p12.1_CNAamp,55297 6660 3845 79365 387849 100873614 26127 8082 728858 106479009 106480932 79912 55726 8496 6579 3764 100287284 2998 51768 196415 4033 9412 57542 106480456 60488 586 10060 5965 55500 51026 6489 55259 11228 341346 55907 23012 144360 3945 56938 144363 106479212 160492 5744 100126320 9847 80763 3709 3375
12p13.33_CNAamp,2 3 55810 83461 389634 106481160 11272 171017 9746 56341 57379 2597 55846 84519 23085 79923 51258 106479167 100873792 55359 51266 11331 51267 64581 100292680 51279 1108 100271702 654429 8798 113246 4704 360030 65125 27239 120939 160364 160365 8302 10867 9332 7289 50813 5763 81029 26253 5777 50835 50836 50837 50838 50839 50840 3736 51348 404635 57494 3741 3742 23710 50856 26290 283316 144568 6843 9918 6337 10436 5830 253128 715 716 2251 719 4815 283345 171220 259289 259290 259292 259293 259294 259295 2784 259296 5858 283358 4839 3820 3821 3822 3823 2288 3824 79602 83695 84727 9976 387836 387837 106479361 2305 83714 5893 775 57097 440073 57101 440078 57103 57102 440077 7450 93978 283420 1822 84766 57121 5927 10536 55080 106480940 4908 25900 83758 653113 144699 3902 144195 100431172 55110 10566 100500816 339 8531 7004 84318 55138 9573 359787 4973 6515 1911 25977 894 22914 106481030 8074 6539 6540 8076 8078 8079 10635 677777 341392 353164 677780 93589 196500 406933 677784 920 928 55200 196513 338339 5542 5544 5545 939 5554 5555 692148 10162 653247 29121 969 406985 51147 100499405 4055 7132 2026 4074 338412 10219 654321 170482 10233 10748 7167
11q24.3_CNAdel,9743 283159 83480 283160 283162 23584 283171 56 2113 7753 6734 1111 53340 399965 399967 399968 399979 6768 116337 390260 390261 641654 3703 390264 390265 100169851 390271 390275 220296 54414 84623 106481811 56980 3758 50863 3762 219833 4798 170689 219844 80071 219854 219855 219858 64221 219869 219870 219873 219874 219875 338661 338662 83700 79607 106479351 50937 100422918 440072 2313 54538 23310 55572 28960 219938 4900 112936 112937 160065 9538 79684 106480966 90952 334 6484 11095 89944 8538 106480479 4978 26493 26497 63876 100873612 29068 84881 27034 29087 120224 84897 9638 4013 114609 100616119 106479548 29118 27087 22997 63970 26595
