Locus_name,Genes
6q25.1_CNAamp,23328 10090 106479307 23118
1q21.3_CNAamp,23557 10262 3608 149018 27173 6698 6699 6700 6701 91181 6703 6704 6705 6706 6707 441908 11311 56882 57402 5692 29765 4170 5710 23632 114771 23126 388695 4184 6232 388697 388699 388698 106481757 65123 84072 57459 7286 56957 6271 26239 3713 6273 6274 6275 6276 6277 6278 6279 6280 6281 6282 6283 6284 9869 10899 10903 199834 79005 126626 84648 9900 126637 126638 5298 54964 9909 57530 54460 49860 100862665 8394 81609 81611 23248 10962 8416 54507 5872 11000 57592 148523 106479358 10500 29956 2312 79626 11022 79630 54544 4881 106479384 57115 8991 6944 140576 645922 106479396 106480934 100191040 448834 448835 284485 284486 100422997 80222 1893 148327 5993 353131 353132 353133 353134 353135 353137 353139 353140 353141 353142 353143 353144 353145 693139 338324 405 7062 117145 51107 55204 9129 58497 4014 149428 11189 677814 106481086 677822 254910 677825 163778 339398 574414 6097 51686 1513 51177 2029 65005 1520 26097 55793 100129271 200186
2q37.3.1_CNAdel,285193 5133 375316 375318 10267 9759 26146 547 6694 79919 3635 55355 2637 51281 64090 4705 23677 653437 9855 4735 23178 401036 150677 150678 4759 6295 23192 666 150681 8864 100616360 10920 57007 100873392 377007 189 100616397 55502 79054 100616417 728294 79083 116987 10494 2817 1293 55054 129807 64284 100422942 106480930 2859 100616493 54575 1841 54577 54578 57140 54579 339766 339768 84289 643905 54600 117581 8527 106480977 51540 130916 51052 414061 11132 54657 54658 54659 100423043 5510 51078 25992 10123 677772 677775 406941 285093 79781 55230 140739 50636 51665 151507 389090 9208 3069 80895
19q12_CNAamp,898
13q14.2_CNAdel,10161 5925
2q37.3_CNAdel,10494 84289 285093 51078 728294 5133 9855 100873392 1841 129807 64090 23192 666 3069 100422942 4735
17p11.2_CNAamp,146691 5636 2314 654346 284047 10517 1819 3996 645027 729252 80039 339241 79018 220594 254272 6720 106481093 6470 729288 51030 147166 51168 140775 54890 125170 7156 83450 91647
17p12_CNAamp,5376 10626 284034 146822 64518 284040 374286 7566 6416 106479509 100616494 9912 100616125 94150 94151 1352 201158 100302287 93649 100271447 9953 9955 100126313 1770 60528
