Locus_name,Genes
1q44_CNAamp,84288 93474 100873316 84838 388759 163882 55083 100500849 64754 25909 79862 692215 64216 51097 57116 7678 684959
5p15.33_CNAamp,7015
3p13_CNAamp,106480508 4286
1p12_CNAamp,11085 26227 4853 3158 83998
11q13.3_CNAamp,595
