,Symbol,Type,Freq,Emp.p_value,q_value
1000000302_Act,OncoSig::KRAS.PROSTATE-UP.V1-DN,Act,0.3625,0.922,1.0
1000000301_Act,OncoSig::KRAS.LUNG-UP.V1-UP,Act,0.2875,1.0,1.0
1000000274_Act,OncoSig::IL21-UP.V1-DN,Act,0.4125,0.891,1.0
1000000273_Act,OncoSig::IL15-UP.V1-UP,Act,0.325,0.998,1.0
1000000272_Act,OncoSig::IL15-UP.V1-DN,Act,0.375,0.937,1.0
1000000271_Act,OncoSig::HOXA9-DN.V1-UP,Act,0.4,0.915,1.0
1000000270_Act,OncoSig::HOXA9-DN.V1-DN,Act,0.4125,0.891,1.0
1000000265_Act,OncoSig::GCNP-SHH-UP-LATE.V1-UP,Act,0.3625,0.971,1.0
1000000264_Act,OncoSig::GCNP-SHH-UP-LATE.V1-DN,Act,0.3375,0.995,1.0
1000000263_Act,OncoSig::GCNP-SHH-UP-EARLY.V1-UP,Act,0.3625,0.96,1.0
1000000275_LoF,OncoSig::IL21-UP.V1-UP,LoF,0.2875,0.963,1.0
1000000262_LoF,OncoSig::GCNP-SHH-UP-EARLY.V1-DN,LoF,0.3625,0.869,1.0
1000000260_Act,OncoSig::ESC-V6.5-UP-LATE.V1-DN,Act,0.3375,0.991,1.0
1000000259_Act,OncoSig::ESC-V6.5-UP-EARLY.V1-UP,Act,0.375,0.918,1.0
1000000258_Act,OncoSig::ESC-V6.5-UP-EARLY.V1-DN,Act,0.325,0.995,1.0
1000000257_Act,OncoSig::ESC-J1-UP-LATE.V1-UP,Act,0.4125,0.884,1.0
1000000256_Act,OncoSig::ESC-J1-UP-LATE.V1-DN,Act,0.375,0.939,1.0
1000000255_Act,OncoSig::ESC-J1-UP-EARLY.V1-UP,Act,0.3625,0.96,1.0
1000000254_Act,OncoSig::ESC-J1-UP-EARLY.V1-DN,Act,0.425,0.828,1.0
1000000253_Act,OncoSig::ERBB2-UP.V1-UP,Act,0.3625,0.987,1.0
1000000261_Act,OncoSig::ESC-V6.5-UP-LATE.V1-UP,Act,0.4,0.899,1.0
1000000251_Act,OncoSig::EIF4E-UP,Act,0.2875,0.998,1.0
1000000276_Act,OncoSig::IL2-UP.V1-DN,Act,0.4,0.911,1.0
1000000278_Act,OncoSig::JAK2-DN.V1-DN,Act,0.3,1.0,1.0
1000000300_LoF,OncoSig::KRAS.LUNG-UP.V1-DN,LoF,0.325,0.828,1.0
1000000299_Act,OncoSig::KRAS.LUNG.BREAST-UP.V1-UP,Act,0.4,0.793,1.0
1000000298_Act,OncoSig::KRAS.LUNG.BREAST-UP.V1-DN,Act,0.3625,0.896,1.0
1000000297_Act,OncoSig::KRAS.KIDNEY-UP.V1-UP,Act,0.3625,0.922,1.0
1000000295_Act,OncoSig::KRAS.DF.V1-UP,Act,0.35,0.991,1.0
1000000294_Act,OncoSig::KRAS.DF.V1-DN,Act,0.425,0.867,1.0
1000000293_Act,OncoSig::KRAS.BREAST-UP.V1-UP,Act,0.3375,0.969,1.0
1000000292_Act,OncoSig::KRAS.BREAST-UP.V1-DN,Act,0.3,1.0,1.0
1000000277_Act,OncoSig::IL2-UP.V1-UP,Act,0.3375,0.995,1.0
1000000291_Act,OncoSig::KRAS.AMP.LUNG-UP.V1-UP,Act,0.35,0.922,1.0
1000000288_Act,OncoSig::KRAS.600-UP.V1-DN,Act,0.425,0.962,1.0
1000000287_Act,OncoSig::KRAS.600.LUNG.BREAST-UP.V1-UP,Act,0.475,0.954,1.0
1000000286_Act,OncoSig::KRAS.600.LUNG.BREAST-UP.V1-DN,Act,0.4625,0.948,1.0
1000000283_Act,OncoSig::KRAS.300-UP.V1-UP,Act,0.375,0.856,1.0
1000000282_Act,OncoSig::KRAS.300-UP.V1-DN,Act,0.3125,0.995,1.0
1000000281_Act,OncoSig::JNK-DN.V1-UP,Act,0.4125,0.861,1.0
1000000280_Act,OncoSig::JNK-DN.V1-DN,Act,0.4,0.922,1.0
1000000279_Act,OncoSig::JAK2-DN.V1-UP,Act,0.3875,0.932,1.0
1000000289_Act,OncoSig::KRAS.600-UP.V1-UP,Act,0.4125,0.972,1.0
1000000195_LoF,PID::WNT-NONCANONICAL-PATHWAY,LoF,0.2125,0.346,1.0
