Locus_name,Genes
8q24.22_CNAamp,1537 4609 728071 442893 100859921 83481 27161 83482 8733 441376 7201 51236 441381 1584 1585 5168 157753 6713 7227 106479164 9788 3646 724031 575 389690 169026 389692 401474 137797 100616255 79943 100616260 157769 106479187 2131 169044 23639 7264 642658 114788 9831 23144 51305 4715 137835 56943 114 5747 50807 26233 727677 100616318 23167 654463 100126338 58500 114822 8840 51337 100126351 728724 106481813 26775 10397 137209 100379299 9897 2738 9401 4796 157378 23237 157381 414919 29894 3786 103164619 2765 7373 23246 6873 5339 114907 79581 116447 8928 3297 79075 106479343 54512 65263 729330 65265 83696 4856 26873 5885 55039 106480903 106479368 84232 90390 57623 2843 284 64798 79139 22827 203054 55093 203062 100873528 100873529 100873530 100873531 312 2875 28991 8000 57152 28998 84294 55630 100302161 6482 5462 106480983 10584 55638 80728 2907 54108 692063 100302175 22882 29028 286053 10086 6503 692072 641384 56169 90987 93035 100302185 90990 100500839 22898 51059 100302196 51571 4982 57210 286075 286077 7038 100500863 7553 27012 8581 375686 106481031 340359 114569 80778 84875 7564 407033 1936 100750225 100302225 340371 11156 286101 727957 338328 225689 93594 684959 10656 51105 340385 106479523 340390 677800 340393 619434 286122 93100 642475 286128 100507056 79792 113655 100500914 8629 677814 100130231 677822 50626 81858 340419 84933 157638 100302281 100847051 27085 9166 9684 66004 54742 84948 51160 23513 8667 84955 3037 4061 4062 9694 100130274 93668 11236 83940 137196 10221 11244 6641 6132 8694 692215 407030 84985 84988
