Locus_name,Genes
3q26.31_CNAamp,8743
6p21.1_CNAamp,7422
1q42.2_CNAamp,10753 116228 343563 359948 106479119 257044 391189 79894 391190 391191 128025 391192 391194 391195 391196 2590 51742 100616224 163882 391211 23596 27185 81458 10806 58 81466 81469 81470 128061 81472 26696 401992 401993 401994 26188 441932 9804 441933 127059 127062 88 7257 9816 127064 127066 127068 127069 100873312 100873313 100873314 1122 100873316 127074 127077 1130 1131 58480 645745 106479218 6262 3192 127608 343169 343170 9859 80003 26245 26246 127623 343171 343172 343173 388753 100616343 106481816 388761 388759 159 148641 106479275 128178 183 100616380 3775 106480836 100616390 100422856 4811 79573 64216 2271 57568 100422879 2786 106479331 10472 5867 9453 6894 64754 79605 6905 267002 8443 126731 22796 10000 375061 57116 56605 64801 93474 25893 403239 55083 403244 100302132 25909 148789 54583 100302139 84284 84288 100431173 100287814 51029 55127 148823 100302691 54627 84838 55657 106479466 284521 6000 100500849 8564 114548 284532 149371 3964 100463489 64388 10638 84886 106480536 51097 440730 684959 23456 254879 440738 677802 55746 7107 4548 9156 56776 100616141 80851 200150 27097 83932 200159 646627 84451 57829 23029 79862 692215 7678
1q21.3_CNAamp,1520 55204 84072
5p15.33_CNAamp,85409 10723 348932 7015 340024 100616479
