Locus_name,Genes
9p21.3_CNAdel,1029 51198
5p13.1_CNAamp,81792 100129792 2690 106479363 55299 102467077 106479238 10884 64902 3977 7690 6414 375444 6167 6043 5019 56477 9631 26272 64417 202151 389289 133418 619564 693165 23600 5810 348980 79668 79925 133558 133686 133688 5562 133690 55100 153657 692158 167359 1601 84674 285636 134218 253260 2255 26064 51151 133584 114899 3157 345557 167127 100500824 729 730 51289 9180 735 92255 65250 100873443 2533 5734 6502 23530 6507 2668 10605 25836 5618 3575 23548
19q12_CNAamp,898 342865 83636 8725 79156 10775
8p23.2_CNAdel,100873507 106481009 9172 106480468 26778 64478
12q14.1_CNAamp,25895 4234 116986 92979 10677 10102 1594 1019 6302
12q15_CNAamp,1368 4193
7p11.2_CNAamp,23480 55915 1956 81552
