Locus_name,Genes
6p21.1_CNAamp,7422
5p15.33_CNAamp,85409 10723 348932 7015 340024 100616479
3q26.31_CNAamp,8743
1q42.2_CNAamp,10753 116228 343563 359948 106479119 257044 391189 79894 391190 391191 128025 391192 391194 391195 391196 2590 51742 100616224 163882 391211 23596 27185 81458 10806 58 81466 81469 81470 128061 81472 26696 401992 401993 401994 26188 441932 9804 441933 127059 127062 88 7257 9816 127064 127066 127068 127069 100873312 100873313 100873314 1122 100873316 127074 127077 1130 1131 58480 645745 106479218 6262 3192 127608 343169 343170 9859 80003 26245 26246 127623 343171 343172 343173 388753 100616343 106481816 388761 388759 159 148641 106479275 128178 183 100616380 3775 106480836 100616390 100422856 4811 79573 64216 2271 57568 100422879 2786 106479331 10472 5867 9453 6894 64754 79605 6905 267002 8443 126731 22796 10000 375061 57116 56605 64801 93474 25893 403239 55083 403244 100302132 25909 148789 54583 100302139 84284 84288 100431173 100287814 51029 55127 148823 100302691 54627 84838 55657 106479466 284521 6000 100500849 8564 114548 284532 149371 3964 100463489 64388 10638 84886 106480536 51097 440730 684959 23456 254879 440738 677802 55746 7107 4548 9156 56776 100616141 80851 200150 27097 83932 200159 646627 84451 57829 23029 79862 692215 7678
8q24.21_CNAamp,4609 100859921 441376 5168 6713 7227 106479164 9788 100616255 169026 401474 100616260 157769 106479187 2131 169044 23639 114788 4715 137835 114 50807 727677 23167 654463 8840 728724 106481813 26775 10397 137209 100379299 9897 157378 157381 3786 103164619 7373 6873 114907 79075 106479343 729330 4856 5885 55039 106480903 106479368 90390 57623 64798 79139 55093 312 100873529 100873530 28998 84294 100302161 6482 5462 106480983 10584 692063 100302175 22882 29028 286053 10086 6503 641384 56169 100302185 100500839 51059 51571 4982 7038 100500863 340359 114569 407033 100750225 100302225 93594 684959 10656 51105 106479523 677800 100507056 100500914 677814 100130231 677822 84933 157638 100302281 100847051 27085 8667 3037 93668 11236 83940 137196 10221 11244 6641 407030 84985
