Locus_name,Genes
6p21.32_CNAdel,692233 23564 534 100616218 100616230 414764 1589 1590 5696 5698 10866 629 259197 58496 55937 259215 4758 8859 9374 58530 50854 10919 1192 26797 26801 177 4277 4795 199 717 720 721 3303 3304 3305 6890 6891 7916 7917 7918 7407 7919 7920 4855 7936 7940 1797 79136 100507436 100507444 10554 4439 221527 80736 80737 401250 6499 80740 80741 80739 401251 1388 106478999 6046 6048 100302242 10665 1460 56244 677820 63940 63943 4049 4050 7124 57819 80863 80864 5089 57827 692199 7148
17q24.1_CNAdel,10672 8787
