Locus_name,Genes
19q12_CNAamp,898
10q22.2_CNAamp,118881
6p24.2_CNAamp,4739
20q11.21_CNAamp,84701 3397 598 100422904
8p11.21_CNAamp,7994 286 692215
20q13.12_CNAamp,23613
18q11.2_CNAamp,6875 284252
9p24.2_CNAamp,169792
19p13.2_CNAamp,100616425 1785
6q25.1_CNAamp,80129 2099
1q22_CNAamp,4000 6016 56893 23208 22889 54856 677771 339403 57111 92312 6746 28956 9181
3q26.2.1_CNAamp,2122 7012 84517 55892
1p34.2_CNAamp,200172 22955 163732 1503
18p11.31_CNAamp,8736 10627 103910 106479239 7050 9229
